MonumentID,MaterialID,MonumentType,MentionsUnit,Inscription,CleanedInscriptionConservative,CleanedInscription,Translation,TranslationSource,Decorated,Pediment,PedimentDetail,Frieze,Portrait,InscriptionDetails,InscriptionBorder,LowerFieldDecoration,LowerFieldDetail,MonumentStyleType,FromLatEpig,EDCSTags
0309,0309,,,C(aio) Valerio C(ai) f(ilio) / Claud(ia) Marcell(o) / [3]III mil(iti) coh(ortis) / [,C Valerio C f Claud Marcell III mil coh,Caio Valerio Cai filio Claudia Marcello III militi cohortis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0310,0310,,,L(ucio) Vario L(uci) f(ilio) Ser(gia) [3] / domo Aug(usta) Praeto[r(ia) 3] / leg(ionis) XI C(laudiae) P(iae) F(idelis) |(centurio) coh(ortis) VI v[oluntariorum(?) 3] / L(ucius) Varius Laetus PV[3] / et Benn[i]ae Sabin[ae 3] / vivae [3] / in fronte p[edes,L Vario L f Ser domo Aug Praeto leg XI C P F coh VI v L Varius Laetus PV et Bennae Sabin vivae in fronte pedes,Lucio Vario Luci filio Sergia domo Augusta Praetoria legionis XI Claudiae Piae Fidelis centurio cohortis VI voluntariorum Lucius Varius Laetus PV et Benniae Sabinae vivae in fronte pedes,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0311,0311,,,Virdomarus / Thartontis f(ilius) / domo Biturix / missicius alae / Claudiae Novae / t(estamento) f(ieri) i(ussit) et / Pamae sorori,Virdomarus Thartontis f domo Biturix missicius alae Claudiae Novae t f i et Pamae sorori,Virdomarus Thartontis filius domo Biturix missicius alae Claudiae Novae testamento fieri iussit et Pamae sorori,,,,,,,,,,,,,,milites;  mulieres;  nomen singulare;  tituli sepulcrales;  viri
0312,0312,,,] / mil(es) leg(ionis) XIII Gem(inae) / min(ister) Flavial(is) / [,mil leg XIII Gem min Flavial,miles legionis XIII Geminae minister Flavialis,,,,,,,,,,,,,,milites;  sacerdotes pagani;  viri
0313,0313,,,] / [Pompt]ina(?) A[rr]etio / [3] mil(es) le[g(ionis)] VII / ann{i}or(um) [3] / [s]tipe[n]dior(um) IX / h(ic) s(itus),ina Aetio mil le VII annior tipedior IX h s,Pomptina Arretio miles legionis VII annorum stipendiorum IX hic situs,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0314,0314,,,V // [Ti(berius) C]aesar divi Augusti f(ilius) / [Aug]ustus Imp(erator) pont(ifex) max(imus) / [trib(unicia)] potest(ate) XIIX co(n)s(ul) II / [viam] a colonia Salonitan(a) / [ad f]in[es] provinciae Illyrici / [ // ] / cuius via<e=I> mil{l}ia pasuus sunt / CLXVII munit per vexillarios / leg(ionum) VII et XI / item viam Gabinianam / ab(!) Salonis Andetrium aperuit / et munit per leg(ionem) VII / [,V aesar divi Augusti f ustus Imp pont max potest XIIX cos II a colonia Salonitan in provinciae Illyrici cuius viaI millia pasuus sunt CLXVII munit per vexillarios leg VII et XI item viam Gabinianam ab Salonis Andetrium aperuit et munit per leg VII,V Tiberius Caesar divi Augusti filius Augustus Imperator pontifex maximus tribunicia potestate XIIX consul II viam a colonia Salonitana ad fines provinciae Illyrici cuius viae milia pasuus sunt CLXVII munit per vexillarios legionum VII et XI item viam Gabinianam ab Salonis Andetrium aperuit et munit per legionem VII,,,,,,,,,,,,,,Augusti/Augustae;  miliaria;  milites;  tituli operum;  tituli sacri;  viri
0315,0315,,,m]iles leg(ionis) VI[I 3] / [3] Veneri don[um] / [no]m(ine) cognation[is] / [Cl]odior(um) CVI[,miles leg VI Veneri don m cognation odior CVI,miles legionis VII Veneri donum nomine cognationis Clodiorum CVI,,,,,,,,,,,,,,milites;  tituli sacri;  viri
0316,0316,,,P(ublius) Cloelius miles c(o)ho(rtis) Campanae custos Traguri / v(otum) s(olvit) l(ibens) m(erito),P Cloelius miles cho Campanae custos Traguri v s l m,Publius Cloelius miles cohortis Campanae custos Traguri votum solvit libens merito,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sacri;  viri
0317,0317,,,D(is) [M(anibus)] / L(ucio) Valerio [L(uci?) f(ilio) Gal(eria) 3] / proc(uratori) Aug(usti) p[rovinciae Dalmatiae] / praef(ecto) classis [German(icae?) praef(ecto) alae] / Moesicae trib(uno) [leg(ionis) 3] / praef(ecto) coh(ortis) I Tyr[iorum L(ucius) Valerius L(uci?) f(ilius)] / Gal(eria) Niger pro[c(urator?) Aug(usti?) 3] / consobrino [,D L Valerio proc Aug p praef classis Moesicae trib praef coh I Tyr Gal Niger pro consobrino,Dis Manibus Lucio Valerio Luci filio Galeria procuratori Augusti provinciae Dalmatiae praefecto classis Germanicae praefecto alae Moesicae tribuno legionis praefecto cohortis I Tyriorum Lucius Valerius Luci filius Galeria Niger procurator Augusti consobrino,,,,,,,,,,,,,,milites;  ordo equester;  tituli sepulcrales;  tria nomina;  viri
0318,0318,,,C(aius) Asurius mil(es) / leg(ionis) VII |(centuria) Trini / ann(orum) XXXV stip(endiorum) XIV / domo Florentia / Severa lib(erta) / pos(u)it,C Asurius mil leg VII Trini ann XXXV stip XIV domo Florentia Severa lib posit,Caius Asurius miles legionis VII centuria Trini annorum XXXV stipendiorum XIV domo Florentia Severa liberta posuit,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  praenomen et nomen;  viri
0319,0319,,,L(ucio) Attio Restuto e[q(uiti)] / ex sing(ularibus) c[o]h(ortis) III Alp[in(orum)] / stip(endiorum) XXI [h(ic)] s(itus) e(st),L Attio Restuto e ex sing ch III Alp stip XXI s e,Lucio Attio Restuto equiti ex singularibus cohortis III Alpinorum stipendiorum XXI hic situs est,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0320,0320,,,P(ublio) Bennio / Sabino / IIIIvir(o) iure dic(undo) / auguri IIIIvir(o) i(ure) d(icundo) / quinquennal(i) flam(ini) / Augustali praefect(o) / cohort(is) II Lusitanor(um) / equitatae,P Bennio Sabino IIII vir iure dic auguri IIII vir i d quinquennal flam Augustali praefect cohort II Lusitanor equitatae,Publio Bennio Sabino IIII viro iure dicundo auguri IIII viro iure dicundo quinquennali flamini Augustali praefecto cohortis II Lusitanorum equitatae,,,,,,,,,,,,,,milites;  ordo decurionum;  ordo equester;  sacerdotes pagani;  tituli honorarii;  tria nomina;  viri
0321,0321,,,C(aius) Bitt[ius(?) 3]/ Tro(mentina) Gem[ellus(?)] / imagini[fer] / leg(ionis) VII Cl(audiae) [P(iae) F(idelis)] / t(estamento) f(ieri) [i(ussit)],C Bitt Tro Gem imagini leg VII Cl t f,Caius Bittius Tromentina Gemellus imaginifer legionis VII Claudiae Piae Fidelis testamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0322,0322,,,] Ca[l]p[urnio 3] / [f(ilio)] Tro(mentina) Ma[ximo] / [pr]aef[e]cto [coh(ortis)] / [I] L[u]cen[sium] / [pr]aef[e]cto [3] / [3 ce]nturi[o]ni le[g(ionis)] / [3] an[nor]um [3] / [3] C[3]TA[3] / [3]EN[3] / [si]bi [et] fi[lio],Cap Tro Ma aefcto Lcen aefcto nturini le anum C TA EN bi fi,Calpurnio filio Tromentina Maximo praefecto cohortis I Lucensium praefecto centurioni legionis annorum C TA EN sibi et filio,,,,,,,,,,,,,,milites;  ordo equester;  tituli sepulcrales;  tria nomina;  viri
0323,0323,,,Q(uintus) Cassius Q(uinti) f(ilius) Tro(mentina) Constans / aed(ilis) IIIIvir i(ure) d(icundo) augur praef(ectus) / fabr(um) tr(i)b(unus) milit(um) coh(ortis) IIII vol(untariorum) civium / Romanorum Q(uintus) Cassius Cerdo libert(us) / et heres faciundum curavit h(oc) m(onumentum) h(eredem) n(on) s(equetur),Q Cassius Q f Tro Constans aed IIII vir i d augur praef fabr trb milit coh IIII vol civium Romanorum Q Cassius Cerdo libert et heres faciundum curavit h m h n s,Quintus Cassius Quinti filius Tromentina Constans aedilis IIII vir iure dicundo augur praefectus fabrum tribunus militum cohortis IIII voluntariorum civium Romanorum Quintus Cassius Cerdo libertus et heres faciundum curavit hoc monumentum heredem non sequetur,,,,,,,,,,,,,,liberti/libertae;  milites;  ordo decurionum;  ordo equester;  sacerdotes pagani;  tituli sepulcrales;  tria nomina;  viri
0324,0324,,,Cos]conio / [3]ino / [3 l]eg(ionis) XI / [3]C co(n)s(ularis) / [3 Re]stuta / [3 sor]or / [3 Tyr]annus / [ami]co,Cosconio ino eg XI C cos stuta or annus co,Cosconio ino legionis XI C consularis Restuta soror Tyrannus amico,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0325,0325,,,] / dec(urioni) equit(um) p[raeposito(?) c]oh(ortis) / III Alpinae et Q(uinto) Annio Sever[o] / ann(orum) XV fecit Lutatia Verneia / viro et filio / orba queror genetrix miseri post funera nati [r]apta[q(ue) et ante premit] me mea c[a]ra soror intra ter quinos infelix occidit annos / sic illi coinunx sic toga pura data est nu[ll]aque pr[opa]go manibus su<s=C>cepta [p]arentis nullus honos fasces in mea tecta tulit / omnia Ditis habet praeterquam nomen eoru(m) nec comitem nati me sinit esse mei o genitor felix qui nec tua funera vidit / nec filiu[m] f[i]li[am 3]FRI[3]II[,dec equit poh III Alpinae et Q Annio Sever ann XV fecit Lutatia Verneia viro et filio orba queror genetrix miseri post funera nati apta me mea cra soror intra ter quinos infelix occidit annos sic illi coinunx sic toga pura data est nua que prgo manibus suCcepta arentis nullus honos fasces in mea tecta tulit omnia Ditis habet praeterquam nomen eoru nec comitem nati me sinit esse mei o genitor felix qui nec tua funera vidit nec filiu fli FRI II,decurioni equitum praeposito cohortis III Alpinae et Quinto Annio Severo annorum XV fecit Lutatia Verneia viro et filio orba queror genetrix miseri post funera nati rapta que et ante premit me mea cara soror intra ter quinos infelix occidit annos sic illi coinunx sic toga pura data est nulla que propago manibus suscepta parentis nullus honos fasces in mea tecta tulit omnia Ditis habet praeterquam nomen eorum nec comitem nati me sinit esse mei o genitor felix qui nec tua funera vidit nec filium filiam FRI II,,,,,,,,,,,,,,carmina;  milites;  mulieres;  tituli sacri;  tituli sepulcrales;  tria nomina;  viri
0326,0326,,,Q(uinto) Fabio / Pacato Volt(inia) / Viennae mil(iti) / leg(ionis) XI C(laudiae) P(iae) F(idelis) / annor(um) XXXVII / Fabius Fabianus / frater posuit,Q Fabio Pacato Volt Viennae mil leg XI C P F annor XXXVII Fabius Fabianus frater posuit,Quinto Fabio Pacato Voltinia Viennae militi legionis XI Claudiae Piae Fidelis annorum XXXVII Fabius Fabianus frater posuit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0327,0327,,,]II[3] / [3]VF[3] / [3] Helv[io 3] / mil(iti) [3] / T(ito) Helvio S[,II VF Helv mil T Helvio S,II VF Helvio militi Tito Helvio S,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0328,0328,,,]egiae / [3 Lo]nginae / [3]rius b(ene)f(iciarius) / [3]onianus / [3]DVL et sibi / [3] p(osuit?),egiae nginae rius bf onianus DVL et sibi p,egiae Longinae rius beneficiarius onianus DVL et sibi posuit,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0329,0329,,,D(is) M(anibus) / L(ucius) Sorn(ius) C[3] / mil(es) c(ohortis) VIII v[ol(untariorum)] / Calpurn(ia) Pro[3] / mater fil(io) p(onendum) [c(uravit),D M L Sorn C mil c VIII v Calpurn Pro mater fil p c,Dis Manibus Lucius Sornius C miles cohortis VIII voluntariorum Calpurnia Pro mater filio ponendum curavit,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0330,0330,,,L(ucio) Trebonio Valenti / mil(iti) leg(ionis) VII C(laudiae) P(iae) F(idelis) et L(ucio) Tre/bonio Constanti f(ilio) et / Treboniae Tertullae / sorori L(ucius) Trebonius / Successus lib(ertus) patronis / suis bene merentib(us) v(ivus) f(ecit) / sibi et suis libert(is) lib(ertabus)q(ue) / in f(ronte) p(edes) XX in ag(ro) p(edes) XII,L Trebonio Valenti mil leg VII C P F et L Trebonio Constanti f et Treboniae Tertullae sorori L Trebonius Successus lib patronis suis bene merentib v f sibi et suis libert libq in f p XX in ag p XII,Lucio Trebonio Valenti militi legionis VII Claudiae Piae Fidelis et Lucio Trebonio Constanti filio et Treboniae Tertullae sorori Lucius Trebonius Successus libertus patronis suis bene merentibus vivus fecit sibi et suis libertis libertabus que in fronte pedes XX in agro pedes XII,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0331,0331,,,] / L(ucius) Val[erius(?)] / L(uci) f(ilius) Lem(onia) [3] / dom(o) B[ononia(?)] / mil(es) le[g(ionis),L Val L f Lem dom B mil leg,Lucius Valerius Luci filius Lemonia domo Bononia miles legionis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0332,0332,,,C(aius) Val(erius) [3] f(ilius) Azinas / Proc(u)l[us] eques / coh(ortis) I [U]lp(iae) ve[x(illarius)] / equit[um coh(ortis)] / I Belg(arum) dec(urio) equit(um) / coh(ortis) eiusdem / hunc sepulcrum / viv<u=O>s paravi mihi / et Apulei(a)e Sabin(a)e / uxori meae lib(ertis) / libertabusque / h(oc) m(onumentum) h(eredem) n(on) s(equetur),C Val f Azinas Procl eques coh I lp ve equit I Belg dec equit coh eiusdem hunc sepulcrum vivOs paravi mihi et Apuleie Sabine uxori meae lib libertabus que h m h n s,Caius Valerius filius Azinas Proculus eques cohortis I Ulpiae vexillarius equitum cohortis I Belgarum decurio equitum cohortis eiusdem hunc sepulcrum vivus paravi mihi et Apuleiae Sabinae uxori meae libertis libertabus que hoc monumentum heredem non sequetur,,,,,,,,,,,,,,milites;  mulieres;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0333,0333,,,] Sp(uri) f(ilius) Vale[3] / [3] Vet(uria) Place[ntia 3] / [3 le]g(ionis) VI[I,Sp f Vale Vet Place g VII,Spuri filius Vale Veturia Placentia legionis VII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0334,0334,,,C(aius) Vatinius / Sex(ti) f(ilius) Capito / vet(eranus) leg(ionis) VII / C(laudiae) P(iae) F(idelis) dom(o) Arreti(o) / v(ivus) f(ecit) sibi et / Vatiniae Feli/culae libert(ae),C Vatinius Sex f Capito vet leg VII C P F dom Arreti v f sibi et Vatiniae Feliculae libert,Caius Vatinius Sexti filius Capito veteranus legionis VII Claudiae Piae Fidelis domo Arretio vivus fecit sibi et Vatiniae Feliculae libertae,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0335,0335,,,] / f(ilius?) vet(eranus) leg(ionis) [3] / domo / Atest(e) test[am(ento) / fieri ius[sit,f vet leg domo Atest testam fieri iussit,filius veteranus legionis domo Ateste testamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0336,0336,,,]VIA[3] / [3 le]g(ionis) XI C[laudiae 3] / s]tip[endiorum(?),VIA g XI Ctipendiorum,VIA legionis XI Claudiae stipendiorum,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0337,0337,,,l]e<g=C>(ionis) XI / [C(laudiae) P(iae)] <f=E>id<e=I>li[s,leC XI EidIlis,legionis XI Claudiae Piae fidelis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0338,0338,,,]tius Q(uinti) f(ilius) G[3] / [3] vet(eranus) leg(ionis) [3] / [sibi e]t suis [,tius Q f G vet leg t suis,tius Quinti filius G veteranus legionis sibi et suis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0339,0339,,,] / Iuni[us] / [R]ufus d[om(o)] / [H]eracl[ea] / [v]et(eranus) leg(ionis) [3] / [c]uram eg[it 3] / vet(eranus) le[g(ionis),Iuni ufus d eracl et leg uram eg vet leg,Iunius Rufus domo Heraclea veteranus legionis curam egit veteranus legionis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0340,0340,,,tri]b(uno) mil(itum) leg(ionis) XIII Gem(inae) [3] / [3 fla]min(i?) Flavia L[,trib mil leg XIII Gem min Flavia L,tribuno militum legionis XIII Geminae flamini Flavia L,,,,,,,,,,,,,,milites;  mulieres;  ordo equester;  ordo senatorius;  sacerdotes pagani;  tria nomina;  viri
0341,0341,,,]ian[3] / [3 leg(ionis)] XI Cl(audiae) [P(iae) F(idelis),ian XI Cl P F,ian legionis XI Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0342,0342,,,le]g(ionis) XXI[I 3] / [3] leg(ionis) X [3] / [3] et [,leg XXI leg X et,legionis XXII legionis X et,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0343,0343,,,]OL[3] / [ve]ter(anus) leg(ionis) / [VII Cl(audiae)] P(iae) <f=E>(idelis) v(ivus) f(ecit) / [sibi et] suis,OL ter leg P E v f suis,OL veteranus legionis VII Claudiae Piae fidelis vivus fecit sibi et suis,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0344,0344,,,Q(uintus) Vettiu[s] / Hospes mil[es] / cohortis Camp(anae) / domo Suessa / annorum XLV / stipendiorum / XXII testamen[to] / iussit fieri,Q Vettiu Hospes mil cohortis Camp domo Suessa annorum XLV stipendiorum XXII testamen iussit fieri,Quintus Vettius Hospes miles cohortis Campanae domo Suessa annorum XLV stipendiorum XXII testamento iussit fieri,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0345,0345,,,l]eg(ionis) VII [Cl(audia) P(ia) F(idelis)] / [3]ia Leg[,leg VII ia Leg,legionis VII Claudia Pia Fidelis ia Leg,,,,,,,,,,,,,,milites;  viri
0346,0346,,,[3 Statius] M(arci) lib(ertus) Pal(atina) / [3 i]tem dec(urio) col(oniae) / [Sal(onitanorum) et 3]a Zosime uxor / [3 viv]i fecerunt sib[i] / [et 3 St]atio M(arci) lib(erto) Pal(atina) / [3] et libert(is) liberta/[busque suis] / [in f(ronte) p(edes) 3 in ag(ro) p(edes) X]I h(oc) m(onumentum) h(eredem) n(on) s(equetur),M lib Pal tem dec col a Zosime uxor i fecerunt sib atio M lib Pal et libert liberta I h m h n s,Statius Marci libertus Palatina item decurio coloniae Salonitanorum et a Zosime uxor vivi fecerunt sibi et Statio Marci liberto Palatina et libertis libertabus que suis in fronte pedes in agro pedes XI hoc monumentum heredem non sequetur,,,,,,,,,,,,,,liberti/libertae;  mulieres;  ordo decurionum;  tituli sepulcrales;  tria nomina
0347,0347,,,] Pom(peius) Titullus eq(ues) / [do]mo Dertona t(estamento) f(ieri) iussit / [3]ae Secundae uxoris / Cordiae C[3]/ae uxor[i 3] / Secun[d,Pom Titullus eq mo Dertona t f iussit ae Secundae uxoris Cordiae C ae uxor Secund,Pompeius Titullus eques domo Dertona testamento fieri iussit ae Secundae uxoris Cordiae C ae uxori Secund,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0348,0348,,,] T(iti) f(ilius) Q[uir(ina?) 3] / [3 leg(ionis)] VII C(laudiae) P(iae) [F(idelis) 3] / [3] Respe[ctus] / [3 A]basca[ntus,T f Q VII C P Respe bascantus,Titi filius Quirina legionis VII Claudiae Piae Fidelis Respectus Abascantus,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0349,0349,,,] Tro[m(entina) 3] / [3 trib(unus)] mil(itum) bis l[eg(ionis) 3]ARE[3] / [3]P[,Tro mil bis l ARE P,Tromentina tribunus militum bis legionis ARE P,,,,,,,,,,,,,,milites;  ordo equester;  ordo senatorius;  tituli sepulcrales;  viri
0350,0350,,,]S / [3 leg(ionis?)] VII,S VII,S legionis VII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0351,0351,,,Imp(erator) Caesar Vespasianus Aug(ustus) pont(ifex) / max(imus) tr(ibunicia) pot(estate) II imp(erator) VI p(ater) p(atriae) co(n)s(ul) III desig(natus) / IIII veteranis qui militaverunt in / classe Ravennate sub Sex(to) Lucilio Basso / qui sena et vicena stipendia aut plura / meruerunt et sunt deducti in Panno/niam quorum nomina subscripta / sunt ipsis liberis posterisque eorum / civitatem dedit et conubium cum // uxoribus quas tunc habuissent cum / est civitas i(i)s data aut si qui caelibes / essent cum iis quas postea duxissen<t=I> / dumtaxat singuli{s} singulas Non(is) April(ibus) / Caesare Aug(usti) f(ilio) Domitiano Cn(aeo) Pedio Casco co(n)s(ulibus) / Platori Veneti f(ilio) centurioni Maezeio / descriptum et recognitum ex tabula / aenea quae fixa est Romae in Capitolio ad / aram gentis Iuliae de foras podio sinisteriore / tab(ula) I pag(ina) II loc(o) XXXXIIII // Imp(erator) Caesar Vespasianus Aug(ustus) pont(ifex) / max(imus) tr(ibunicia) pot(estate) II imp(erator) VI p(ater) p(atriae) co(n)s(ul) III desig(natus) / IIII veterani(s) qui militaverunt in / classe Ravennate sub Sex(to) Lucilio / Basso qui sena et vicena stipendia / aut plura meruerunt et sunt de/ducti in Pannoniam quorum no/mina subscripta sunt ipsis libe/ris posterisque eorum civitatem / dedit et conubium cum uxoribus / quas tunc habuissent cum / est civi/tas iis data aut si qui caelibes essent / cum iis quas postea duxissent dum/taxat singuli{s} singulas Non(is) April(ibus) / Caesare Aug(usti) f(ilio) Domitiano Cn(aeo) Pedio Casco co(n)s(ulibus) / Platori Veneti f(ilio) centurioni / Maezeio / descriptum et recognitum ex tabula / aenea quae fixa est Romae in / Capitolio ad aram gentis Iuliae de / foras podio sinisteriore tab(ula) I / pag(ina) II loc(o) XXXXIIII // T(iti) Iuli Rufi Salonit(ani) eq(uitis) R(omanis) / P(ubli) Vibi Maximi Epitaur(i) eq(uitis) R(omani) / T(iti) Fani Celeris Iadestin(i) dec(urionis) / C(ai) Marci Proculi Iadestin(i) dec(urionis) / P(ubli) Caetenni Clementis Salon(itani) / P(ubli) Luri Moderati Risinitan(i) / Q(uinti) Poblici Crescentis Iadest(ini),Imp Caesar Vespasianus Aug pont max tr pot II imp VI p p cos III desig IIII veteranis qui militaverunt in classe Ravennate sub Sex Lucilio Basso qui sena et vicena stipendia aut plura meruerunt et sunt deducti in Pannoniam quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas is data aut si qui caelibes essent cum iis quas postea duxissenI dumtaxat singulis singulas Non April Caesare Aug f Domitiano Cn Pedio Casco cos Platori Veneti f centurioni Maezeio descriptum et recognitum ex tabula aenea quae fixa est Romae in Capitolio ad aram gentis Iuliae de foras podio sinisteriore tab I pag II loc XXXXIIII Imp Caesar Vespasianus Aug pont max tr pot II imp VI p p cos III desig IIII veterani qui militaverunt in classe Ravennate sub Sex Lucilio Basso qui sena et vicena stipendia aut plura meruerunt et sunt deducti in Pannoniam quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singulis singulas Non April Caesare Aug f Domitiano Cn Pedio Casco cos Platori Veneti f centurioni Maezeio descriptum et recognitum ex tabula aenea quae fixa est Romae in Capitolio ad aram gentis Iuliae de foras podio sinisteriore tab I pag II loc XXXXIIII T Iuli Rufi Salonit eq R P Vibi Maximi Epitaur eq R T Fani Celeris Iadestin dec C Marci Proculi Iadestin dec P Caetenni Clementis Salon P Luri Moderati Risinitan Q Poblici Crescentis Iadest,Imperator Caesar Vespasianus Augustus pontifex maximus tribunicia potestate II imperator VI pater patriae consul III designatus IIII veteranis qui militaverunt in classe Ravennate sub Sexto Lucilio Basso qui sena et vicena stipendia aut plura meruerunt et sunt deducti in Pannoniam quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas Nonis Aprilibus Caesare Augusti filio Domitiano Cnaeo Pedio Casco consulibus Platori Veneti filio centurioni Maezeio descriptum et recognitum ex tabula aenea quae fixa est Romae in Capitolio ad aram gentis Iuliae de foras podio sinisteriore tabula I pagina II loco XXXXIIII Imperator Caesar Vespasianus Augustus pontifex maximus tribunicia potestate II imperator VI pater patriae consul III designatus IIII veteranis qui militaverunt in classe Ravennate sub Sexto Lucilio Basso qui sena et vicena stipendia aut plura meruerunt et sunt deducti in Pannoniam quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut si qui caelibes essent cum iis quas postea duxissent dumtaxat singuli singulas Nonis Aprilibus Caesare Augusti filio Domitiano Cnaeo Pedio Casco consulibus Platori Veneti filio centurioni Maezeio descriptum et recognitum ex tabula aenea quae fixa est Romae in Capitolio ad aram gentis Iuliae de foras podio sinisteriore tabula I pagina II loco XXXXIIII Titi Iuli Rufi Salonitani equitis Romanis Publi Vibi Maximi Epitauri equitis Romani Titi Fani Celeris Iadestini decurionis Cai Marci Proculi Iadestini decurionis Publi Caetenni Clementis Salonitani Publi Luri Moderati Risinitani Quinti Poblici Crescentis Iadestini,,,,,,,,,,,,,,Augusti/Augustae;  diplomata militaria;  milites;  nomen singulare;  ordo equester;  tria nomina;  viri
